,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,rating,Price,Number of Ratings,Number of Reviews
684,4,0,8,7,0,1,6,0,2,1,0,2,0,0,1,3,67500,196,19
685,4,0,8,7,3,1,6,0,2,0,0,0,3,0,0,3,48990,17,1
686,1,0,8,7,3,1,6,0,2,1,0,0,0,1,1,3,62450,172,36
687,1,0,8,7,3,1,6,0,2,1,0,0,0,0,0,3,58990,324,34
688,4,0,8,7,3,1,6,0,2,1,0,2,0,0,1,3,57999,86,15
689,1,0,8,7,0,1,6,0,2,1,0,0,3,0,0,3,56990,4,1
690,4,0,8,7,3,1,6,0,2,1,2,0,0,0,1,3,72990,16,4
691,4,0,8,7,0,1,6,0,2,1,0,0,0,0,1,3,65990,104,18
692,4,0,8,7,0,1,6,0,2,1,0,0,0,1,1,2,98020,0,0
693,4,0,8,7,0,1,6,0,2,1,1,0,0,0,1,3,63990,90,13
694,1,0,8,7,3,1,6,0,2,0,0,2,0,0,1,3,49890,6,1
695,3,0,8,7,3,1,6,0,2,1,0,2,0,0,1,3,49990,47,7
696,3,0,8,7,3,1,6,0,2,1,0,2,0,0,1,2,59490,0,0
697,4,0,8,7,3,1,6,0,2,1,0,0,0,1,1,3,73999,206,27
698,3,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,60990,183,42
699,3,0,8,7,2,1,6,0,2,1,3,0,3,0,0,3,76190,358,64
700,5,0,8,7,2,5,6,0,2,1,0,2,2,1,1,2,74798,0,0
701,1,0,8,7,2,1,6,0,2,1,0,0,0,0,0,3,58990,88,13
702,4,0,8,7,2,1,6,0,2,0,2,0,3,0,0,2,68100,0,0
703,5,0,8,7,2,1,6,0,2,1,0,2,0,1,1,2,77990,0,0
704,4,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,55090,364,52
705,1,0,8,7,2,5,6,0,2,1,0,0,3,1,0,2,91990,0,0
706,4,0,8,7,2,1,6,0,2,1,0,0,0,0,1,2,84208,0,0
707,7,0,8,7,2,1,6,0,2,1,0,0,0,0,0,3,44990,313,39
708,4,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,53490,826,118
709,5,0,8,7,2,1,6,0,2,1,2,0,3,0,0,2,76498,0,0
710,3,0,8,7,2,1,6,0,2,1,2,0,0,0,0,2,98920,0,0
711,6,0,8,7,2,1,6,0,2,1,0,0,3,0,0,3,54990,1410,203
712,7,0,8,7,2,1,6,0,2,1,0,0,0,0,0,3,49990,47,6
713,4,0,8,7,2,1,6,0,2,0,0,0,3,0,0,2,52380,0,0
714,7,0,8,7,2,1,6,0,2,1,0,2,0,0,0,3,49990,6,1
715,4,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,52500,741,67
716,1,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,49990,14,2
717,7,0,8,7,2,1,6,0,2,1,0,2,0,0,0,2,75999,0,0
718,1,0,8,7,2,1,6,0,2,1,0,0,0,0,0,2,80990,0,0
719,5,0,8,7,2,1,6,0,2,0,0,0,0,0,0,2,59900,3,0
720,4,0,8,7,2,1,6,0,2,1,0,2,0,0,1,3,54590,349,69
721,3,0,8,7,2,1,6,0,2,1,0,0,0,1,1,2,75500,0,0
722,4,0,8,7,3,1,6,0,2,1,0,2,0,0,1,3,51890,519,48
723,1,0,8,7,0,1,6,0,2,1,0,0,0,0,0,1,78000,3,0
724,4,0,8,7,0,1,6,0,2,1,0,2,0,0,1,3,59999,19,1
725,4,0,8,7,3,1,6,0,2,1,2,1,0,0,1,2,64990,8,1
726,3,0,8,7,2,1,1,0,2,0,0,0,3,0,0,3,57900,3,1
727,5,0,8,7,2,5,1,0,2,1,0,2,2,1,1,2,81978,0,0
728,4,0,8,7,2,1,0,1,2,1,2,1,0,0,0,3,59990,1480,151
729,3,0,8,7,3,1,4,1,2,1,0,0,3,0,0,3,49490,31,3
730,1,0,8,7,3,1,4,1,2,1,0,0,0,0,0,3,54990,18,3
731,5,0,8,7,3,1,4,1,2,1,2,0,3,0,0,3,68500,271,24
732,1,0,8,7,3,1,4,1,2,1,0,0,0,0,0,3,54990,49,6
733,1,0,8,7,3,1,4,1,2,0,0,0,0,0,1,3,54990,474,65
734,5,0,8,7,3,1,4,1,2,1,0,1,0,0,1,3,63990,861,116
735,4,0,8,7,2,1,4,1,2,1,2,1,0,0,0,3,80000,34,6
736,3,0,8,7,2,1,4,1,2,0,0,0,3,0,0,2,51990,0,0
737,1,0,8,7,2,1,4,1,2,1,0,0,0,0,1,3,62990,165,34
738,4,0,8,7,2,1,4,1,2,1,0,2,0,0,0,3,52990,698,74
739,1,0,8,7,2,1,4,1,2,1,0,2,0,0,1,2,75100,0,0
740,1,0,9,7,0,1,6,0,2,0,2,1,3,0,0,3,76990,22,3
741,1,0,9,7,0,1,6,0,2,1,2,0,0,0,0,2,79990,0,0
742,1,0,9,7,3,1,6,0,2,1,2,0,3,0,0,3,71990,144,16
743,1,0,9,7,3,1,6,0,2,1,2,0,3,0,0,3,71990,1810,235
744,5,0,9,7,0,1,6,0,2,1,2,0,0,0,1,3,99990,26,1
745,1,0,9,7,0,1,6,0,2,1,0,0,0,0,0,2,79990,0,0
746,3,0,9,7,0,1,6,0,2,1,2,0,0,0,0,2,93990,0,0
747,1,0,9,7,0,1,6,0,2,1,2,1,3,0,0,3,82990,1067,145
748,1,0,9,7,2,2,6,0,2,1,2,0,3,0,0,2,106990,0,0
749,1,0,9,7,2,1,6,0,2,1,0,0,0,0,0,3,92990,25,4
750,5,1,9,7,2,1,6,0,2,0,2,0,2,0,1,2,81490,0,0
751,1,0,9,7,2,1,6,0,2,1,0,0,0,0,1,2,56990,0,0
752,6,0,9,7,2,1,6,0,2,1,0,0,3,0,0,2,64990,0,0
753,5,0,9,7,2,1,6,0,2,1,0,0,0,0,1,3,60990,530,69
754,5,0,9,7,2,1,6,0,2,1,2,0,0,0,1,2,84988,0,0
755,4,0,9,7,2,1,6,0,2,1,2,0,0,0,0,3,90990,273,40
756,1,0,9,7,2,1,6,0,2,1,0,0,0,0,0,3,63990,77,7
757,5,0,9,7,2,1,6,0,2,1,0,0,0,0,1,3,63990,105,10
758,4,0,9,7,2,1,6,0,2,1,0,2,0,0,1,3,57999,44,5
759,1,0,9,7,2,1,6,0,2,0,2,0,3,0,0,2,72400,0,0
760,5,0,9,7,2,1,6,0,2,1,0,0,0,1,0,3,78990,6,0
761,7,0,9,7,2,1,6,0,2,1,0,2,0,0,0,2,59990,0,0
762,1,0,9,7,2,2,6,0,2,0,2,0,0,0,0,2,111990,0,0
763,4,0,9,7,2,1,6,0,2,0,0,0,3,1,0,2,109000,0,0
764,3,0,9,7,2,1,6,0,2,1,3,0,3,0,0,3,89990,191,27
765,5,0,9,7,2,1,6,0,2,1,0,0,2,1,1,2,78988,0,0
766,5,0,9,7,2,1,6,0,2,1,2,0,3,0,0,2,73138,4,1
767,5,0,9,7,2,1,6,0,2,1,2,0,0,0,0,2,106990,0,0
768,1,0,9,7,2,1,6,0,2,0,2,0,3,0,0,2,79990,0,0
769,3,0,9,7,2,1,6,0,2,1,0,0,0,1,1,2,89570,0,0
770,4,0,9,7,2,1,6,0,2,1,0,2,0,0,1,3,68500,134,22
771,5,0,9,7,0,1,6,0,2,1,0,0,0,0,0,2,73400,0,0
772,4,0,9,7,0,1,6,0,2,1,1,0,0,0,1,2,79990,23,6
773,4,0,9,7,0,1,6,0,2,1,2,1,0,0,1,1,84990,4,2
774,6,0,9,7,0,1,1,0,2,1,4,0,0,0,0,3,99990,108,24
775,1,0,9,7,3,5,1,0,2,1,2,0,3,0,0,3,72990,198,24
776,4,0,9,7,0,1,1,0,2,1,0,2,0,1,1,2,92990,0,0
777,4,0,9,7,0,1,1,0,2,1,0,2,0,0,1,2,84190,0,0
778,1,0,9,7,0,5,1,0,2,1,0,0,3,1,0,2,112990,0,0
779,1,0,9,7,2,2,1,0,2,0,2,0,0,0,0,2,114990,0,0
780,7,0,9,7,2,1,1,0,2,1,2,0,0,0,0,2,99990,0,0
781,1,0,9,7,2,1,1,0,2,0,2,1,3,0,0,3,95990,57,3
782,4,0,9,7,2,1,1,0,2,1,4,0,0,0,0,3,159990,17,2
783,1,0,9,7,2,1,1,0,2,1,0,0,0,0,1,2,76990,0,0
784,5,0,9,7,2,1,1,0,2,1,3,0,0,0,1,2,130990,0,0
785,1,0,9,7,2,1,1,0,2,1,0,0,0,0,0,2,99990,0,0
786,1,0,9,7,2,2,1,0,2,1,2,0,3,0,0,2,112990,0,0
787,5,0,9,7,2,1,1,0,2,1,0,0,0,0,1,2,77988,0,0
788,1,0,9,7,2,1,1,0,2,1,0,0,0,0,1,4,76000,1,1
789,1,0,9,7,2,5,1,0,2,1,2,0,0,1,0,3,99990,77,15
790,1,0,9,7,2,1,1,0,2,1,0,0,0,0,0,2,111000,0,0
791,1,0,9,7,0,5,1,0,2,1,0,2,0,0,1,2,84970,2,1
792,4,0,9,7,0,1,4,1,2,1,2,1,0,0,1,3,75990,1084,123
793,7,0,9,7,0,1,4,1,2,1,3,0,0,0,0,3,89990,272,36
794,7,0,9,7,0,1,4,1,2,1,2,0,3,0,0,3,81990,141,24
795,5,0,9,7,2,1,6,1,2,0,0,0,3,0,0,2,80490,0,0
796,1,0,10,7,0,1,1,0,2,1,3,0,0,0,0,2,135990,0,0
797,1,0,10,7,0,1,1,0,2,0,0,0,0,0,0,3,154990,194,42
798,1,0,10,7,0,1,1,0,2,1,4,0,0,0,1,3,199990,9,2
799,1,0,10,7,0,1,1,0,2,1,2,0,3,0,0,3,114990,28,4
800,1,0,10,7,0,1,1,0,2,1,3,0,0,0,1,3,129990,204,35
801,1,0,10,7,0,5,1,0,2,1,2,0,0,1,1,3,114990,32,6
802,6,0,10,7,2,1,1,0,2,1,0,0,3,0,0,2,146990,0,0
803,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,3,104990,14,2
804,1,0,10,7,2,5,1,0,2,1,2,0,0,1,0,3,114990,14,1
805,1,0,10,7,2,5,1,0,2,1,2,0,0,1,1,4,124990,3,0
806,1,0,10,7,2,5,1,0,2,1,0,0,3,1,0,2,134990,0,0
807,4,0,10,7,2,1,1,0,2,1,4,0,0,0,1,2,141990,0,0
808,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,2,129990,0,0
809,1,0,10,7,2,5,1,0,2,1,2,0,0,1,1,3,142990,4,1
810,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,2,121990,0,0
811,1,0,10,7,2,5,1,0,2,1,2,0,0,1,1,3,124990,44,12
812,1,0,10,7,2,1,1,0,2,1,3,0,3,0,0,3,141990,61,13
813,1,0,10,7,2,1,1,0,2,1,2,0,0,0,0,2,162990,0,0
814,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,2,130500,0,0
815,1,0,10,7,2,1,1,0,2,1,2,0,3,0,0,2,116990,0,0
816,1,0,10,7,2,1,1,0,2,0,3,0,3,0,0,2,138990,0,0
817,1,0,10,7,2,5,1,0,2,1,2,0,0,1,1,2,234990,0,0
818,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,2,135990,0,0
819,1,0,10,7,2,1,1,0,2,1,0,0,0,0,0,2,144990,0,0
820,1,0,10,7,2,1,1,0,2,1,2,0,0,0,0,2,149990,0,0
821,1,0,10,7,2,1,1,0,2,1,2,0,0,0,0,2,142990,0,0
822,5,0,8,0,3,1,6,0,0,1,0,2,3,0,0,3,57490,18,4
